organization,row_count,logo_file,classification,acronym_needed,display_name,aws_logo_url,search_aliases,logo_filename,vertical,org_type,logo_url
Room & Board,4,Room_Board.png,tenant,,Room & Board,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Room_Board.png,,,,,
Waterfront Realty Trust,0,Waterfront_Realty_Trust.png,tenant,,Waterfront Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Waterfront_Realty_Trust.png,Waterfront Realty|waterfront realty,,,,
Jewish Community Center,3,Jewish_Community_Center.png,owner,,Jewish Community Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Jewish_Community_Center.png,,,,,
Skyline Developers,0,Skyline_Developers.png,tenant,,Skyline Developers,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Skyline_Developers.png,,,,,
DICK'S Sporting Goods,0,DICK_S_Sporting_Goods.png,tenant,,Dick's,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/DICK_S_Sporting_Goods.png,Dick's|dick's,,,,
Greystone,3,Greystone.png,owner,,Greystone Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Greystone.png,Greystone Real Estate|greystone real estate,,,,
Weill Cornell Medicine,0,Weill_Cornell_Medicine.png,tenant,,Weill Cornell,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Weill_Cornell_Medicine.png,weill cornell|Weill Cornell,,,,
Cubesmart Self Storage,0,Cubesmart_Self_Storage.png,tenant,,CubeSmart,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cubesmart_Self_Storage.png,cubesmart|CubeSmart,,,,
BlackRock,3,BlackRock.png,owner,,BlackRock,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/BlackRock.png,BlackRock|BLK,,,,
Sustainable Investment Group,3,Sustainable_Investment_Group.png,owner,,Sustainable Investment Grp,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sustainable_Investment_Group.png,sustainable investment grp|Sustainable Investment Grp,,,,
Boston Medical Center,4,Boston_Medical_Center.png,owner/occupier,,Boston Medical Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boston_Medical_Center.png,BMC|Boston Medical,,,,
Boys Club Of Boston INC Mass,0,Boys_Club_Of_Boston_INC_Mass.png,owner/occupier,,Boys Club of Boston,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boys_Club_Of_Boston_INC_Mass.png,boys club of boston|Boys Club of Boston,,,,
Albert Einstein College Of Medicine,4,Albert_Einstein_College_Of_Medicine.png,owner/occupier,,Einstein Medicine,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Albert_Einstein_College_Of_Medicine.png,Einstein Medicine|einstein medicine,,,,
United Cerebral Palsy Of New York City,3,United_Cerebral_Palsy_Of_New_York_City.png,owner/occupier,,UCP NYC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/United_Cerebral_Palsy_Of_New_York_City.png,UCP NYC|ucp nyc,,,,
New England Conservatory Of Music,4,New_England_Conservatory_Of_Music.png,owner/occupier,,New England Conservatory,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/New_England_Conservatory_Of_Music.png,new england conservatory|New England Conservatory,,,,
The Davis Companies,5,The_Davis_Companies.png,owner,,Davis Companies,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Davis_Companies.png,davis companies|Davis Companies,,,,
Kmart,0,Kmart.png,owner,,Kmart,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Kmart.png,,,,,
School Of The Art Institute Of Chicago,4,School_Of_The_Art_Institute_Of_Chicago.png,owner/occupier,,School of Art Institute,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/School_Of_The_Art_Institute_Of_Chicago.png,School of Art Institute|school of art institute,,,,
Church Of Scientology,4,Church_Of_Scientology.png,owner,,Church of Scientology,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Church_Of_Scientology.png,,,,,
Lenox Hill Hospital,0,Lenox_Hill_Hospital.png,,,Lenox Hill Hospital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lenox_Hill_Hospital.png,,,,,
Equity One LLC,4,Equity_One_LLC.png,owner,,Equity One,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Equity_One_LLC.png,equity one|Equity One,,,,
Restoration Hardware,4,Restoration_Hardware.png,tenant,,Restoration Hardware,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Restoration_Hardware.png,,,,,
Zara,0,Zara.png,tenant,,Zara,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Zara.png,,,,,
Berik Management,3,Berik_Management.png,property manager,,Berik Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Berik_Management.png,,,,,
Adidas,3,Adidas.png,tenant,,Adidas,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Adidas.png,,,,,
Planned Parenthood,4,Planned_Parenthood.png,tenant,,Planned Parenthood,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Planned_Parenthood.png,,,,,
Government Properties Income Trust,0,Government_Properties_Income_Trust.png,owner,,Gov Properties Trust,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Government_Properties_Income_Trust.png,gov properties trust|Gov Properties Trust,,,,
Lefrak,4,Lefrak.png,owner,,Lefrak Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lefrak.png,Lefrak Real Estate|lefrak real estate,,,,
Jujamcyn Theaters LLC,4,Jujamcyn_Theaters_LLC.png,owner,,Jujamcyn,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Jujamcyn_Theaters_LLC.png,Jujamcyn|jujamcyn,,,,
HCRE,4,HCRE.png,property manager,,HCRE Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/HCRE.png,hcre real estate|HCRE Real Estate,,,,
Sovereign Partners,5,Sovereign_Partners.png,owner,,Sovereign Partners,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sovereign_Partners.png,,,,,
Cammeby's,5,Cammeby_s.png,owner,,Cammeby's Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cammeby_s.png,cammeby's real estate|Cammeby's Real Estate,,,,
"Boulevard Investment Group, INC.",4,Boulevard_Investment_Group_INC.png,owner,,Boulevard Investment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boulevard_Investment_Group_INC.png,boulevard investment|Boulevard Investment,,,,
La Caisse,4,La_Caisse.png,owner,,La Caisse,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/La_Caisse.png,,,,,
Kamber Management Company LLC,0,Kamber_Management_Company_LLC.png,owner,,Kamber Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Kamber_Management_Company_LLC.png,Kamber Management|kamber management,,,,
NYC Management,0,NYC_Management.png,property manager,,NYC Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/NYC_Management.png,,,,,
Meyer Equities,3,Meyer_Equities.png,owner,,Meyer Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Meyer_Equities.png,,,,,
Urban Innovations,4,Urban_Innovations.png,property manager,,Urban Innovations,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Urban_Innovations.png,,,,,
Citizens,3,Citizens.png,tenant,,Citizens,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Citizens.png,,,,,
Stahl Organization,6,Stahl_Organization.png,owner,,Stahl Org,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stahl_Organization.png,,,,,
Amtrak,4,Amtrak.png,owner,,Amtrak,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Amtrak.png,,,,,
Placer County,3,Placer_County.png,owner,,Placer County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Placer_County.png,placer,,,,
Robertson Properties Group,4,Robertson_Properties_Group.png,owner,,Robertson Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Robertson_Properties_Group.png,robertson properties|Robertson Properties,,,,
Bevmo!,0,Bevmo.png,tenant,,BevMo,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bevmo.png,BevMo|bevmo,,,,
Legend Real Estate Management,4,Legend_Real_Estate_Management.png,owner/operator,,Legend Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Legend_Real_Estate_Management.png,legend real estate|Legend Real Estate,,,,
"American Century Realty, INC.",4,American_Century_Realty_INC.png,owner,,American Century,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/American_Century_Realty_INC.png,american century|American Century,,,,
The North Face,0,The_North_Face.png,tenant,,North Face,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_North_Face.png,north face|North Face,,,,
99 Ranch Market,4,99_Ranch_Market.png,tenant,,99 Ranch Market,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/99_Ranch_Market.png,,,,,
Cajon Valley Union School District,4,Cajon_Valley_Union_School_District.png,owner,,Cajon Valley Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cajon_Valley_Union_School_District.png,cajon valley schools|Cajon Valley Schools,,,,
Heskel's Asset Mgmt,4,Heskel_s_Asset_Mgmt.png,owner,,Heskel's Asset,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Heskel_s_Asset_Mgmt.png,Heskel's Asset|heskel's asset,,,,
"James Campbell Company, LLC",4,James_Campbell_Company_LLC.png,owner,,James Campbell,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/James_Campbell_Company_LLC.png,James Campbell|james campbell,,,,
Donohoe,7,Donohoe.png,property manager,,Donohoe,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Donohoe.png,,,,,
Fannie Mae,4,Fannie_Mae.png,owner/occupier,,Fannie Mae,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fannie_Mae.png,,,,,
Washington Hospital Healthcare,4,Washington_Hospital_Healthcare.png,tenant,,Washington Hospital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Washington_Hospital_Healthcare.png,Washington Hospital|washington hospital,,,,
Jack In The Box,0,Jack_In_The_Box.png,tenant,,Jack in the Box,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Jack_In_The_Box.png,,,,,
San Francisco State University,3,San_Francisco_State_University.png,owner,,SF State,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Francisco_State_University.png,SF State|sf state|sfsu,,,,
Confluence Academy,4,Confluence_Academy.png,owner,,Confluence Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Confluence_Academy.png,,,,,
The Philadelphia Cs For Arts And Sciences At Hr Edmunds,4,The_Philadelphia_Cs_For_Arts_And_Sciences_At_Hr_Edmunds.png,owner,,Philly Arts & Sciences,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Philadelphia_Cs_For_Arts_And_Sciences_At_Hr_Edmunds.png,philly arts & sciences|Philly Arts & Sciences,,,,
Magnolia Science Academy San Diego District,4,Magnolia_Science_Academy_San_Diego_District.png,owner,,Magnolia Science Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Magnolia_Science_Academy_San_Diego_District.png,magnolia science academy|Magnolia Science Academy,,,,
Aspen Valley Prep Academy District,4,Aspen_Valley_Prep_Academy_District.png,owner,,Aspen Valley Prep,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Aspen_Valley_Prep_Academy_District.png,aspen valley prep|Aspen Valley Prep,,,,
Voices College-Bound Language Acad At Mt. Pleasant District,4,Voices_College_Bound_Language_Acad_At_Mt_Pleasant_District.png,owner,,Voices Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Voices_College_Bound_Language_Acad_At_Mt_Pleasant_District.png,Voices Academy|voices academy,,,,
The Soulard School,4,The_Soulard_School.png,owner,,Soulard School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Soulard_School.png,Soulard School|soulard school,,,,
Philadelphia University,4,Philadelphia_University.png,owner,,Philadelphia University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Philadelphia_University.png,pu,,,,
Del Mar Union Elementary School District,4,Del_Mar_Union_Elementary_School_District.png,owner,,Del Mar Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Del_Mar_Union_Elementary_School_District.png,Del Mar Elementary|del mar elementary,,,,
City Of San Diego,3,City_Of_San_Diego.png,owner,,SD City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_San_Diego.png,America's Finest City|san diego|San Diego|SD,,,,
Seattle Cancer Care Alliance,3,Seattle_Cancer_Care_Alliance.png,owner,,Seattle Cancer Care,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Seattle_Cancer_Care_Alliance.png,seattle cancer care|Seattle Cancer Care,,,,
Pacific Union Elementary School District,4,Pacific_Union_Elementary_School_District.png,owner,,Pacific Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pacific_Union_Elementary_School_District.png,Pacific Elementary|pacific elementary,,,,
Safety Training Seminars,3,Safety_Training_Seminars.png,tenant,,Safety Training,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Safety_Training_Seminars.png,safety training|Safety Training,,,,
Bright Horizons,3,Bright_Horizons.png,tenant,,Bright Horizons,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bright_Horizons.png,,,,,
Malcolm X College,0,Malcolm_X_College.png,,,Malcolm X College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Malcolm_X_College.png,,,,,
Franklin Elementary School District,4,Franklin_Elementary_School_District.png,owner,,Franklin Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Franklin_Elementary_School_District.png,Franklin Elementary|franklin elementary,,,,
El Dorado Union High School District,4,El_Dorado_Union_High_School_District.png,owner,,El Dorado High Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/El_Dorado_Union_High_School_District.png,El Dorado High Schools|el dorado high schools,,,,
Vacaville Unified School District,4,Vacaville_Unified_School_District.png,owner,,Vacaville Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Vacaville_Unified_School_District.png,Vacaville Schools|vacaville schools|vacaville usd,,,,
Shell,3,Shell.png,tenant,,Shell,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Shell.png,,,,,
Kairos Public School Vacaville Academy District,4,Kairos_Public_School_Vacaville_Academy_District.png,owner,,Kairos Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Kairos_Public_School_Vacaville_Academy_District.png,Kairos Academy|kairos academy,,,,
Stout & Teague Companies,4,Stout_Teague_Companies.png,property manager,,Stout & Teague,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stout_Teague_Companies.png,stout & teague|Stout & Teague,,,,
Menifee Union School District,4,Menifee_Union_School_District.png,owner,,Menifee Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Menifee_Union_School_District.png,menifee schools|Menifee Schools,,,,
Dry Creek Joint Elementary School District,4,Dry_Creek_Joint_Elementary_School_District.png,owner,,Dry Creek Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dry_Creek_Joint_Elementary_School_District.png,dry creek elementary|Dry Creek Elementary,,,,
Roseville Joint Union High School District,4,Roseville_Joint_Union_High_School_District.png,owner,,Roseville High Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Roseville_Joint_Union_High_School_District.png,Roseville High Schools|roseville high schools,,,,
Northbay Health,4,Northbay_Health.png,tenant,,NorthBay Health,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Northbay_Health.png,,,,,
Journey District,4,Journey_District.png,owner,,Journey School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Journey_District.png,journey school|Journey School,,,,
Delano Union Elementary School District,4,Delano_Union_Elementary_School_District.png,owner,,Delano Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Delano_Union_Elementary_School_District.png,delano elementary|Delano Elementary,,,,
Aspen Meadow Public District,4,Aspen_Meadow_Public_District.png,owner,,Aspen Meadow,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Aspen_Meadow_Public_District.png,Aspen Meadow|aspen meadow,,,,
Davies Wallis Foyster (DWF),9,Davies_Wallis_Foyster_DWF.png,owner,,DWF Law Firm,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Davies_Wallis_Foyster_DWF.png,DWF|dwf law firm|DWF Law Firm,,,,
San Lorenzo Unified School District,4,San_Lorenzo_Unified_School_District.png,owner,,San Lorenzo Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Lorenzo_Unified_School_District.png,san lorenzo schools|San Lorenzo Schools|san lorenzo usd,,,,
Equimax,3,Equimax.png,owner,,Equimax Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Equimax.png,Equimax Real Estate|equimax real estate,,,,
Patterson Joint Unified School District,4,Patterson_Joint_Unified_School_District.png,owner,,Patterson Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Patterson_Joint_Unified_School_District.png,patterson joint schools|patterson joint usd|patterson schools|Patterson Schools,,,,
Santa Monica College,4,Santa_Monica_College.png,owner,,Santa Monica College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Santa_Monica_College.png,,,,,
Cutler-Orosi Joint Unified School District,4,Cutler_Orosi_Joint_Unified_School_District.png,owner,,Cutler-Orosi Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cutler_Orosi_Joint_Unified_School_District.png,cutler-orosi joint schools|cutler-orosi joint usd|cutler-orosi schools|Cutler-Orosi Schools,,,,
Penumbra,4,Penumbra.png,tenant,,Penumbra Medical,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Penumbra.png,penumbra medical|Penumbra Medical,,,,
LVMH Moet Hennessy Louis Vuitton (LVMH),0,LVMH_Mo_t_Hennessy_Louis_Vuitton_LVMH.png,tenant,,LVMH,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/LVMH_Mo_t_Hennessy_Louis_Vuitton_LVMH.png,LVMH|lvmh,,,,
