SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
1535-0-00,179 branham ln,san jose,CA,95136,46246029,1988,supermarket/grocery store,52363,54940.0,2024,in compliance,,,77.0,148.1,347.2,148.6,345.7,1744529.0,22137.0,422.2,117.6,539.8,2041.0,,,,,,,,,,,,2041.0,37.15,
1537-0-00,635 w capitol expy,san jose,CA,95136,46249008,1997,retail store,147317,122244.0,2024,in compliance,,,69.0,90.3,136.8,93.1,139.2,850171.0,84747.0,205.8,450.1,655.9,2049.0,,,,,,,,,,,,2049.0,16.76,
1539-0-00,3510 charter park dr,san jose,CA,95136,46260021,2009,self-storage facility,33318,42042.0,2024,in compliance,2024.0,not submitted,,5.4,8.2,5.4,8.2,66980.4,,16.2,0.0,16.2,73.0,,,,,,,,,,,,73.0,1.74,
1540-0-00,3751 charter park ct,san jose,CA,95136,46260026,1991,manufacturing/industrial plant,25448,25448.0,2024,in compliance,,,,26.9,68.3,27.3,68.2,168157.9,1220.0,40.7,6.5,47.2,,576.2,,,,,,,,,,,576.2,22.64,
1541-0-00,3801 charter park ct,san jose,CA,95136,46260027,1990,manufacturing/industrial plant,27629,27629.0,2024,in compliance,,,,13.7,31.8,14.0,32.1,80125.1,1143.6,19.4,6.1,25.5,,316.4,,,,,,,,,,,316.4,11.45,
1543-0-00,210 hillsdale ave,san jose,CA,95136-1392,46260029,1994,manufacturing/industrial plant,34924,34900.0,2024,in compliance,,,,92.1,253.3,92.6,253.8,915319.3,1073.0,221.5,5.7,227.2,,212.0,,,,,,,,,,,212.0,6.07,
1546-0-00,3591 charter park dr,san jose,CA,95136,46260037,1990,manufacturing/industrial plant,23600,24000.0,2024,in compliance,,,,50.7,134.4,51.7,135.4,326127.2,1274.0,78.9,6.8,85.7,,285.0,,,,,,,,,,,285.0,11.88,
1547-0-00,565 w capitol expressway,san jose,CA,95136,46264012,1995,supermarket/grocery store,59253,59906.0,2024,in compliance,2024.0,not submitted,71.0,142.5,365.6,143.7,364.9,2146715.0,12862.5,519.6,68.3,587.9,,659.6,,,,,,,,,,,659.6,11.01,
1550-0-00,461 blossom hill rd,san jose,CA,95123,46414038,1989,strip mall,27119,28488.0,2024,in compliance,,,,168.5,250.4,170.6,250.9,341968.8,36946.6,82.8,196.2,279.0,,3271.9,,,,,,,,,,,3271.9,114.85,
1551-0-00,841 blossom hill rd,san jose,CA,95123,46427027,1974,office,32337,32337.0,2024,in compliance,,,65.0,42.2,88.0,44.1,88.9,230960.3,6366.2,55.9,33.8,89.7,1374.9,,,,,,,,,,,,1374.9,42.52,
1552-0-00,827 blossom hill rd,san jose,CA,95123,46427029,1974,medical office,21197,20185.0,2024,in compliance,,,99.0,43.7,107.0,44.6,106.6,212067.0,2227.7,51.3,11.8,63.2,,434.9,,,,,,,,,,,434.9,20.52,
1553-0-00,865 blossom hill rd,san jose,CA,95123,46435033,2000,strip mall,59176,61680.0,2024,in compliance,2024.0,compliant,,41.6,113.4,41.1,111.4,704715.3,1293.4,170.6,6.9,177.4,,540.8,,,,,,,,,,,540.8,8.77,
1554-0-00,210 n 4th st,san jose,CA,95112,46701080,1986,office,46123,46084.0,2024,in compliance,2024.0,compliant,16.0,86.7,183.5,85.5,180.0,696731.8,15611.6,168.6,82.9,251.6,279.4,,,,,,,,,,,,279.4,6.06,
1559-1-00,901 e santa clara st,san jose,CA,95116,46712005,2008,other - recreation,30000,30000.0,2024,in compliance,,,,76.0,134.2,78.3,136.6,335586.3,12043.3,66.5,64.0,130.5,,745.7,83.1,,,,,,,,,,828.8,27.63,
1560-0-00,25 n 14th st,san jose,CA,95112,46715090,1965,office,81230,81230.0,2024,in compliance,,,61.0,58.9,146.2,60.3,146.1,1125866.0,10561.9,272.5,56.1,328.6,,342.1,,,,,,,,,,,342.1,4.21,
1560-1-00,190 n 5th st,san jose,CA,95112,46719047,1990,office,28943,28943.0,2024,in compliance,,,99.0,15.7,39.8,14.9,37.4,105672.0,701.0,25.6,3.7,29.3,18.0,,,,,,,,,,,,18.0,0.62,
1561-0-00,24 n 5th st,san jose,CA,95112,46719078,2013,worship facility,21915,22000.0,2024,in compliance,,,72.0,21.2,43.9,22.4,44.8,78299.7,2258.4,19.0,12.0,30.9,63.5,,,,,,,,,,,,63.5,2.88,
1562-0-00,180 n 4th st,san jose,CA,95112,46720024,1965,other - lodging/residential,82504,20000.0,2024,in compliance,,,,175.9,415.5,185.6,441.6,826456.5,8926.9,200.0,47.4,247.4,,5903.5,,,,,,,,,,,5903.5,295.17,
1563-0-00,96 n 3rd st,san jose,CA,95112,46720068,1985,office,66481,65502.0,2024,in compliance,,,63.0,93.4,175.1,95.7,175.1,818843.0,34720.0,198.2,184.4,382.6,,1259.0,,,,,,,,,,,1259.0,19.22,
1564-0-00,196 n 3rd st,san jose,CA,95112,46720073,1924,performing arts,53553,54976.0,2024,in compliance,2024.0,compliant,,31.6,67.9,32.8,70.1,328749.3,6806.2,79.6,36.2,115.7,841.6,,,,,,,,,,,,841.6,15.31,
1566-0-00,152 n 3rd st,san jose,CA,95112,46720084,1981,office,128025,138100.0,2024,in compliance,,,100.0,5.7,15.9,6.0,16.9,244175.1,0.0,59.1,0.0,59.1,0.0,81.0,,,,,,,,,,,81.0,0.59,
1566-1-00,70 n 2nd st,san jose,CA,95113,46721011,1953,office,23535,23535.0,2024,in compliance,2024.0,compliant,100.0,2.8,7.7,2.8,7.7,18936.6,6.8,4.29,0.04,4.32,0.7,,,,,,,,,,,,0.7,0.03,
1567-1-00,95 n 3rd st,san jose,CA,95112,46721002,1998,parking,288670,288670.0,2024,in compliance,2024.0,compliant,,2.7,7.5,2.7,7.5,227941.5,,55.2,0.0,55.2,,476.9,,,,,,,,,,,476.9,1.65,
1569-0-00,31 n 2nd st,san jose,CA,95113,46721029,1985,office,34619,35232.0,2024,in compliance,,,88.0,43.5,87.1,45.2,88.2,240291.9,7741.4,58.2,41.1,99.3,,90.5,,,,,,,,,,,90.5,2.57,
1570-0-00,4 n 2nd st,san jose,CA,95113,46721034,1972,office,216699,222489.0,2024,in compliance,,,56.0,72.0,131.7,73.1,132.1,2061711.0,92294.5,499.0,490.2,989.2,,1717.1,,,,,,,,,,,1717.1,7.72,
1571-0-00,75 e santa clara st,san jose,CA,95113,46721040,1970,office,200674,202750.0,2024,in compliance,,,73.0,66.1,125.1,68.5,127.6,1891767.0,74272.8,457.9,394.5,852.4,,1381.8,,,,,,,,,,,1381.8,6.82,
1572-0-00,72 s 1st st,san jose,CA,95113,46722009,1925,office,33475,32894.0,2024,in compliance,,,74.0,36.1,100.9,35.4,99.2,341164.1,20.4,82.6,0.1,82.7,807.7,,,,,,,,,,,,807.7,24.56,
1573-0-00,78 s 1st st,san jose,CA,95113,46722110,1890,office,59840,54600.0,2024,in compliance,,,81.0,39.8,96.5,39.2,94.7,489927.0,4684.7,118.6,24.9,143.5,,193.7,,,,,,,,,,,193.7,3.55,
1574-0-00,97 s 2nd st,san jose,CA,95113,46722127,1907,office,38490,36470.0,2024,in compliance,,,96.0,17.8,44.3,18.4,45.0,156824.0,1368.2,38.0,7.3,45.2,,20.9,,,,,,,,,,,20.9,0.57,
1576-0-00,52 e santa clara st,san jose,CA,95113,46722148,1880,office,31414,31414.0,2024,in compliance,,,,35.5,96.1,34.9,94.4,303849.7,593.4,73.5,3.2,76.7,1118.3,,,,,,,,,,,,1118.3,35.6,
1580-0-00,100 e santa clara st,san jose,CA,95113,46723102,1913,hotel,24564,24564.0,2024,in compliance,,,88.0,36.9,83.3,36.6,82.3,180348.1,2836.8,40.8,15.1,55.9,,231.6,,,,,,,,,,,231.6,9.43,
1581-1-00,88 s 4th st,san jose,CA,95112,46723100,2003,parking,313842,313842.0,2024,in compliance,,,,5.5,15.3,5.5,15.3,502812.9,,121.7,0.0,121.7,131.0,,,,,,,,,,,,131.0,0.42,
1582-1-00,200 e santa clara st,san jose,CA,95113,46724001,2005,office,506171,506171.0,2024,in compliance,,,80.0,66.5,147.3,68.3,149.3,6572578.0,121606.6,1590.8,645.9,2236.7,3788.1,,,,2310.1,,,,,,,,6098.2,12.05,
1583-0-00,272 e santa clara st,san jose,CA,95113,46724111,1970,supermarket/grocery store,24000,24515.0,2024,in compliance,2024.0,compliant,92.0,83.1,223.4,83.0,221.6,552372.5,1490.8,133.7,7.9,141.6,172.9,,,,,,,,,,,,172.9,7.05,
1585-0-00,696 e santa clara st,san jose,CA,95112,46727088,1965,medical office,20435,20435.0,2024,in compliance,,,100.0,17.9,50.1,18.0,50.3,107608.1,,26.0,0.0,26.0,145.1,,,,,,,,,,,,145.1,7.1,
1590-0-00,300 s 1st st,san jose,CA,95113,46746081,1930,office,58362,58592.0,2024,in compliance,,,55.0,52.3,120.8,53.3,120.7,635583.8,9545.5,153.8,50.7,204.5,229.5,,,,,,,,,,,,229.5,3.92,
1591-0-00,201 s 2nd st,san jose,CA,95113,46746105,1950,movie theater,70333,35000.0,2024,in compliance,,,,1.2,3.5,1.2,3.5,12745.0,,3.1,0.0,3.1,40.6,,,,,,,,,,,,40.6,1.16,
1591-1-00,280 s 2nd st,san jose,CA,95113,46746098,1998,parking,223338,223338.0,2024,in compliance,,,,5.7,14.4,5.7,14.4,315198.0,2040.6,76.3,10.8,87.1,71.2,,,,,,,,,,,,71.2,0.32,
1608-0-00,965 felipe ave,san jose,CA,95122,47209151,1980,self-storage facility,52000,59800.0,2024,in compliance,,,,0.9,2.6,0.9,2.6,16022.0,0.0,3.9,0.0,3.9,2.0,,,,,,,,,,,,2.0,0.03,
1609-0-00,925 felipe ave,san jose,CA,95122,47209179,1993,self-storage facility,114600,130277.0,2024,in compliance,,,,1.5,4.2,1.5,4.2,56669.0,,13.7,0.0,13.7,79.0,,,,,,,,,,,,79.0,0.61,
1613-0-00,1170 olinder ct,san jose,CA,95122,47210103,1980,manufacturing/industrial plant,64594,63600.0,2024,in compliance,2024.0,exempt,,,,33.3,91.6,604236.4,,146.2,,149.1,1631.4,,,,,,,,,,,,1631.4,25.65,
1614-0-00,1123 olinder ct,san jose,CA,95122,47210106,1980,manufacturing/industrial plant,31200,31200.0,2024,in compliance,,,,2.4,6.8,2.4,6.7,21776.2,,5.3,0.0,5.3,,92.1,,,,,,,,,,,92.1,2.95,
1615-0-00,970 mclaughlin ave,san jose,CA,95122,47210109,2020,distribution center,142100,223827.0,2024,in compliance,,,49.0,21.4,59.9,21.4,59.9,1403286.0,,339.6,0.0,339.6,,2070.3,,,,,,,,,,,2070.3,9.25,
1618-0-00,905 mclaughlin ave,san jose,CA,95122,47211048,1978,non-refrigerated warehouse,80192,80852.0,2024,in compliance,,,,4.2,11.7,4.2,11.7,99174.7,,24.0,0.0,24.0,371.4,,,,,,,,,,,,371.4,4.59,
1619-0-00,935 mclaughlin ave,san jose,CA,95122,47211049,1976,manufacturing/industrial plant,189400,194536.0,2024,in compliance,,,,17.6,44.8,18.1,45.3,856138.8,6049.0,207.2,32.1,239.3,,1252.3,,,,,,,,,,,1252.3,6.44,
1622-0-00,1001 story rd,san jose,CA,95122,47211075,1995,enclosed mall,124000,122000.0,2024,in compliance,,,,139.7,252.7,139.3,250.4,2127445.0,97383.0,514.9,517.2,1032.2,4207.0,5128.6,,,,,,,,,,,9335.7,76.52,
1623-0-00,777 story rd,san jose,CA,95122,47211077,2004,wholesale club/supercenter,172000,172115.0,2024,in compliance,,,63.0,87.8,227.5,87.8,226.0,3856549.0,19568.6,933.4,103.9,1037.3,6412.0,,2252.1,,,,,,,,,,8664.1,50.34,
1624-0-00,940 remillard ct,san jose,CA,95122,47211078,1977,non-refrigerated warehouse,166600,166600.0,2024,in compliance,,,47.0,30.4,61.0,31.7,62.1,805027.1,25324.3,194.8,134.5,329.3,,679.3,,,,,,,,0.0,,,679.3,4.08,
1625-0-00,749 story rd,san jose,CA,95122,47211079,1972,vocational school,25881,32000.0,2024,in compliance,,,,12.5,27.8,13.1,28.4,78654.9,1500.3,19.0,8.0,27.0,271.4,,,,,,,,,,,,271.4,8.48,
1626-0-00,765 story rd,san jose,CA,95122,47211082,1999,worship facility,29371,29371.0,2024,in compliance,,,70.0,12.2,26.2,13.9,29.7,74284.4,1535.5,18.0,8.2,26.1,,301.1,,,,,,,,,,,301.1,10.25,
1639-0-00,500 s 1st st,san jose,CA,95113,47226037,1923,other - entertainment/public assembly,30570,36704.0,2024,in compliance,,,,3.1,8.5,3.1,8.5,32823.6,,7.9,0.0,7.9,5024.3,,,,,,,,,,,,5024.3,136.89,
1646-0-00,939 story rd,san jose,CA,95122,47247223,2018,strip mall,36306,45000.0,2024,in compliance,,,,1.5,4.3,1.5,4.3,20298.8,,4.9,0.0,4.9,0.7,,,,,,,,,,,,0.7,0.02,
1656-0-00,1450 monterey rd,san jose,CA,95110,47707018,2014,wholesale club/supercenter,48445,49985.0,2024,in compliance,,,1.0,143.2,327.9,146.0,329.2,1472332.0,22760.8,356.3,120.9,477.2,674.0,,,,,,,,,,,,674.0,13.48,
1661-0-00,1510 monterey rd,san jose,CA,95110,47708036,1975,strip mall,25577,24920.0,2024,in compliance,,,,191.3,357.4,188.9,350.7,635913.7,25380.1,153.9,134.8,288.7,781.7,,,,,,,,,,,,781.7,31.37,
1668-2-00,2072 lucretia ave,san jose,CA,95122,47719071,2004,other - recreation,15840,15840.0,2024,in compliance,2024.0,pending,,19.6,25.6,22.7,28.9,13283.0,3147.9,3.2,16.7,19.9,244.7,,,,235.8,,,,,,,,480.5,30.33,
1672-0-00,675 quinn ave,san jose,CA,95112,47720095,1998,other,43073,40000.0,2024,in compliance,,,,11.3,24.5,12.1,25.1,82981.2,2009.4,20.1,10.7,30.8,,1111.5,,,,,,,,,,,1111.5,27.79,
1679-0-00,625 wool creek dr,san jose,CA,95112,47720165,2016,manufacturing/industrial plant,77288,20000.0,2024,in compliance,,,,155.9,434.2,155.9,434.2,905952.4,267.3,219.3,1.4,220.7,,,,,,,,,,,678.8,,678.8,33.94,
1682-0-00,150 tully rd,san jose,CA,95111,47722060,1982,self-storage facility,216427,148830.0,2024,in compliance,,,,1.8,5.0,1.8,5.0,77734.0,,18.8,0.0,18.8,296.0,,,,,,,,,,,,296.0,1.99,
1710-0-00,1523 mclaughlin ave,san jose,CA,95122,47746068,1970,worship facility,24560,24560.0,2024,in compliance,,,,12.0,27.4,12.0,27.4,60951.7,868.4,14.8,4.6,19.4,,392.5,207.7,,,,,,,,,,600.2,24.44,
1712-0-00,1070 story rd,san jose,CA,95122,47748019,1985,strip mall,41900,25120.0,2024,in compliance,,,,289.0,529.1,289.3,527.1,939657.4,40612.0,227.4,215.7,443.1,2412.5,,,,,,,,,,,,2412.5,96.04,
1734-0-00,2201 senter rd,san jose,CA,95112,47751054,1994,supermarket/grocery store,156104,155432.0,2024,in compliance,,,73.0,118.9,280.5,118.4,277.9,3996221.0,47719.3,967.2,253.5,1220.7,4993.8,,,,,,,,,,,,4993.8,32.13,
1745-0-00,620 quinn ave,san jose,CA,95112,47775007,1984,retail store,45760,46802.0,2024,in compliance,,,99.0,7.7,21.7,7.9,22.1,108441.5,,26.2,0.0,26.2,,320.3,,,,,,,,,,,320.3,6.84,
1746-0-00,630 quinn ave,san jose,CA,95112,47775008,1983,distribution center,71888,71888.0,2024,in compliance,,,79.0,8.3,21.1,8.5,21.3,148730.8,1026.6,36.0,5.5,41.4,,400.1,,,,,,,,,,,400.1,5.57,
1749-0-00,225 n jackson ave,san jose,CA,95116,48105043,1965,hospital (general medical & surgical),240806,462303.0,2024,in compliance,2024.0,not submitted,5.0,294.5,535.4,297.9,536.3,17300740.0,786986.8,4187.3,4180.1,8367.4,28330.1,,,,,,,,,,,,28330.1,61.28,
1751-0-00,120 jose figueres ave,san jose,CA,95116,48106039,1968,senior living community,22490,24545.0,2024,in compliance,,,98.0,133.0,227.3,136.1,228.4,351688.7,21394.9,85.1,113.6,198.8,2750.6,,,,,,,,,,,,2750.6,112.06,
1752-0-00,70 n sunset ave,san jose,CA,95116,48107027,1960,distribution center,20000,20000.0,2024,in compliance,,,70.0,9.8,25.3,10.0,25.5,50165.7,289.9,12.1,1.5,13.7,,12.7,,,,,,,,,,,12.7,0.64,
1753-0-00,1751 alum rock ave,san jose,CA,95116,48109049,1952,mixed use property,28475,28475.0,2024,in compliance,,,,14.6,29.0,14.4,28.7,64391.9,1914.7,15.6,10.2,25.8,,92.3,,,,,,,,,,,132.9,4.67,
1755-1-00,1700 alum rock ave,san jose,CA,95116,48118060,1999,social/meeting hall,57921,57921.0,2024,in compliance,2024.0,not submitted,,61.5,136.0,62.7,135.3,674421.0,13293.6,163.2,70.6,233.8,1800.8,,,,,,,,,,,,1800.8,31.09,
1760-1-00,2039 kammerer ave,san jose,CA,95116,48124035,2009,other - recreation,22000,22000.0,2024,in compliance,,,,68.0,100.5,72.0,104.7,107024.4,12193.4,25.9,64.8,90.7,1214.1,,1050.9,,,,,,,,,,2265.0,102.96,
1761-0-00,2249 dobern ave,san jose,CA,95116,48132059,2009,k-12 school,20451,21384.0,2024,in compliance,,,30.0,37.2,104.2,37.2,104.2,233186.8,,56.4,0.0,56.4,493.6,,,,,,,,,,,,493.6,23.08,
1764-0-00,1745 story rd,san jose,CA,95122,48138006,1961,supermarket/grocery store,40105,36539.0,2024,in compliance,,,62.0,203.1,394.6,201.5,390.3,1093744.0,36318.7,264.7,192.9,457.6,2173.6,,306.4,,,,,,,,,,2480.1,67.87,
1765-0-00,1775 story rd,san jose,CA,95122,48138020,2001,mixed use property,60515,65067.0,2024,in compliance,,,,33.5,92.0,32.9,90.1,604674.5,789.5,146.3,4.2,150.5,1344.5,,437.5,,,,,,,,,,1781.9,27.39,
1765-1-00,1025 knox ave,san jose,CA,95122,48139027,1980,self-storage facility,109230,139332.0,2024,in compliance,,,,5.2,14.5,5.2,14.5,211687.4,,51.2,0.0,51.2,,751.5,,,,,,,,,,,751.5,5.39,
1766-0-00,331 s 34th st,san jose,CA,95116,48145039,2010,k-12 school,21364,21384.0,2024,in compliance,,,93.0,16.1,45.1,16.1,45.1,100946.8,,24.4,0.0,24.4,312.6,,,,,,,,,,,,312.6,14.62,
1770-0-00,2487 alum rock ave,san jose,CA,95116,48401040,2000,self-storage facility,58730,74575.0,2024,in compliance,,,,5.1,14.3,5.1,14.3,122771.3,,29.7,0.0,29.7,919.8,,,,,,,,,,,,919.8,11.22,
1778-0-00,180 n jackson ave,san jose,CA,95116,48406007,1970,senior living community,54834,54834.0,2024,in compliance,,,92.0,88.2,141.4,90.1,141.8,433242.4,34620.0,104.9,183.9,288.7,,7583.8,,,,,,,,,,,7583.8,138.3,
1779-0-00,150 n jackson ave,san jose,CA,95116,48406011,1977,medical office,22561,22561.0,2024,in compliance,2024.0,not submitted,16.0,106.3,211.5,111.8,216.3,373528.4,12488.7,90.4,66.3,156.7,,976.3,,,,,,,,,,,976.3,43.27,
1782-0-00,255 n white rd,san jose,CA,95127,48412093,2007,medical office,23312,23312.0,2024,in compliance,,,78.0,64.0,160.0,64.0,160.0,362268.3,2552.7,87.7,13.6,101.2,386.0,,,,,,,,,,,,386.0,16.56,
1782-2-00,137 n white rd,san jose,CA,95127,48417031,2004,other - recreation,17300,17300.0,2024,in compliance,2024.0,compliant,,47.7,83.5,52.5,87.0,92205.1,5940.0,22.3,31.5,53.9,,58.8,,,,,,,,,,,58.8,3.4,
1783-0-00,3030 alum rock ave,san jose,CA,95127,48421041,1971,office,23610,23610.0,2024,in compliance,2024.0,not submitted,98.0,16.6,38.5,17.3,38.8,81543.5,1312.7,19.7,7.0,26.7,,280.5,,,,,,,,,,,280.5,11.88,
1783-1-00,3090 alum rock ave,san jose,CA,95127,48421042,2006,library,26000,26000.0,2024,in compliance,,,,94.4,152.6,97.7,154.4,307203.1,14915.9,55.2,79.2,134.4,,109.6,,,,,,,,,,,109.6,4.21,
1784-0-00,2940 alum rock ave,san jose,CA,95127,48421046,2012,retail store,100282,47000.0,2024,in compliance,,,100.0,0.2,0.6,0.2,0.6,2767.0,0.0,0.7,0.0,0.7,0.0,,,,,,,,,,,,0.0,0.0,
1785-0-00,2855 story rd,san jose,CA,95127,48433145,2007,retail store,149343,152463.0,2024,in compliance,,,69.0,92.2,138.7,91.5,136.7,1036893.0,104113.0,251.0,553.0,804.0,2779.0,,,,,,,,,,,,2779.0,18.23,
1787-0-00,2620 alum rock ave,san jose,CA,95116,48443121,1985,strip mall,23532,36125.0,2024,in compliance,2024.0,compliant,,173.0,256.2,172.2,254.0,442400.1,47121.9,107.1,250.3,357.4,2472.3,,,,,,,,,,,,2472.3,68.44,
1793-0-00,1500 story rd,san jose,CA,95122,48608001,1997,self-storage facility,153924,88506.0,2024,in compliance,,,,1.1,2.6,1.1,2.6,21537.0,224.0,5.2,1.2,6.4,468.0,,,,,,,,,,,,468.0,5.29,
1796-0-00,1632 story rd,san jose,CA,95122,48610087,1962,strip mall,36770,35000.0,2024,in compliance,,,,225.8,353.7,227.9,353.8,670915.5,56888.7,162.4,302.2,464.5,,981.9,,,,,,,,,,,981.9,28.05,
1798-0-00,1180 s king rd,san jose,CA,95122,48611044,2013,supermarket/grocery store,20669,20510.0,2024,in compliance,,,84.0,134.9,317.0,139.4,321.8,602344.9,8045.9,145.8,42.7,188.5,115.5,,,,,,,,,,,,115.5,5.63,
1800-0-00,1750 story rd,san jose,CA,95122,48611050,2005,retail store,120337,126344.0,2024,in compliance,,,97.0,40.5,92.0,42.6,94.2,1045742.0,18168.0,253.1,96.5,349.6,948.0,,,,,,,,,,,,948.0,7.5,
1800-1-00,1600 hopkins dr,san jose,CA,95122,48627001,2007,library,21000,21000.0,2024,in compliance,2024.0,not submitted,,82.8,159.7,84.3,159.1,248358.3,9230.4,60.1,49.0,109.1,,86.9,406.8,,,,,,,,,,493.7,23.51,
1804-0-00,1212 mcginness ave,san jose,CA,95127,48802021,1966,other - education,21812,21812.0,2024,in compliance,2024.0,compliant,,50.0,101.5,51.7,101.0,170780.4,5439.3,41.3,28.9,70.2,,1809.9,,,,,,,,,,,1809.9,82.98,
1807-0-00,3002 story rd,san jose,CA,95127,48803010,1961,supermarket/grocery store,38735,45004.0,2024,in compliance,2024.0,not submitted,76.0,147.3,344.9,148.9,344.9,1421297.0,18525.8,344.0,98.4,442.4,,1504.2,,,,,,,,,,,1504.2,33.42,
1810-0-00,2880 e capitol expy,san jose,CA,95148,49102069,2015,supermarket/grocery store,61250,60925.0,2024,in compliance,,,88.0,129.8,334.4,129.3,331.9,2001363.0,10484.0,484.4,55.7,540.1,3769.0,,,,,,,,,,,,3769.0,61.86,
1811-0-00,3000 e capitol expy,san jose,CA,95148,49102074,2000,vehicle dealership,153692,68650.0,2024,in compliance,,,45.0,52.6,133.0,53.6,133.1,883057.0,6668.0,199.9,35.4,235.4,2.9,,,,,,,,,,,,2.9,0.04,
1812-0-00,2210 eastridge loop,san jose,CA,95122,49104007,1971,retail store,185468,186666.0,2024,in compliance,,,96.0,31.7,68.4,31.2,66.9,1697391.1,327.0,410.8,1.7,412.6,1606.8,,,,,,,,,,,,1606.8,8.61,
1813-0-00,2190 eastridge loop,san jose,CA,95122,49104049,2000,movie theater,257907,75000.0,2024,in compliance,,,,101.0,264.4,98.6,257.8,1937182.0,7865.0,468.9,41.8,510.6,,1253.0,,,,,,,,,,,1253.0,16.71,
1813-1-00,2230 eastridge loop,san jose,CA,95122,49104051,1971,retail store,225368,235461.0,2024,in compliance,,,90.0,26.3,72.8,26.3,72.8,1782911.0,1039.8,431.5,5.5,437.0,1494.2,,,,,,,,,,,,1494.2,6.35,
1814-0-00,2190 eastridge loop,san jose,CA,95122,49104061,1971,enclosed mall,549100,876321.0,2024,in compliance,,,,59.6,142.5,59.3,140.9,11536680.0,126040.6,2792.2,669.5,3461.7,26491.2,,,,,,,,,,,,26491.2,30.23,
1815-0-00,2198 tully rd,san jose,CA,95122,49104057,2008,vehicle dealership,32785,35145.0,2024,in compliance,,,,39.0,97.6,40.0,97.6,326890.3,2921.2,79.1,15.5,94.6,,,945.5,,,,,,,,,,945.5,26.9,
1815-1-00,2217 quimby rd,san jose,CA,95122,49104058,1980,supermarket/grocery store,38476,38476.0,2024,in compliance,,,90.0,185.6,388.5,183.9,382.5,1220497.0,29117.1,295.4,154.7,450.1,,2722.2,,,,,,,,,,,2722.2,70.75,
1818-0-00,1663 tully rd,san jose,CA,95122,49125038,1974,other - mall,41670,41536.0,2024,in compliance,,,,2.0,5.5,2.0,5.5,23905.4,,5.8,0.0,5.8,,1604.3,,,,,,,,,,,1604.3,38.62,
1821-0-00,1975 s white rd,san jose,CA,95148,49131102,1970,other,40473,40473.0,2024,in compliance,,,,157.4,237.8,166.3,245.9,483254.3,50818.4,109.4,269.9,379.3,,1311.4,,,,,,,,,,,1311.4,32.4,
1822-0-00,1575 tully rd,san jose,CA,95122,49134085,2001,hotel,25341,25600.0,2024,in compliance,,,92.0,45.2,89.5,45.2,89.5,180387.4,5409.5,43.7,28.7,72.4,,1730.8,,,,,,,,,,,1730.8,67.61,
1824-0-00,2255 tully rd,san jose,CA,95122,49136002,2000,self-storage facility,44700,44575.0,2024,in compliance,,,,1.8,5.1,1.8,5.1,23669.0,,5.7,0.0,5.7,236.0,,,,,,,,,,,,236.0,5.29,
1825-0-00,2365 quimby rd,san jose,CA,95122,49148007,1996,medical office,41138,41138.0,2024,in compliance,,,100.0,38.9,78.2,38.9,78.2,468850.5,,63.8,0.0,63.8,,999.8,,,,,,,,,,,999.8,24.3,
1826-0-00,3173 senter rd,san jose,CA,95111,49401027,2016,k-12 school,23800,22450.0,2024,in compliance,,,35.0,49.7,103.1,51.1,103.3,186534.0,5116.9,45.1,27.2,72.3,2791.3,,,,,,,,,,,,2791.3,124.33,
1826-1-00,3590 cas dr,san jose,CA,95111,49405036,2010,other - recreation,60000,60000.0,2024,in compliance,,,,64.1,123.4,64.0,121.3,780646.4,11760.4,133.1,62.5,195.6,1402.4,,,,4489.6,,,,,,,,5892.0,98.2,
1828-0-00,4040 monterey rd,san jose,CA,95111,49413002,1972,mixed use property,79942,112344.0,2024,in compliance,2024.0,compliant,,109.0,206.0,109.4,205.8,2077419.0,78414.8,502.8,416.5,919.3,,3310.3,,,,,,,,,,,3310.3,24.26,
