X,Y,objectid,y_lat,x_lon,id,portfolio_manager_id,property_name,street_address,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electric_use_kbtu,natural_gas_use_kbtu,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,weather_norm_site_eui_kbtuft2,weather_norm_source_eui_kbtuf,total_ghg_emissions_mtco2e,water_use_all_kgal,water_score,estar_certified,compliance_type,benchmarking_status,data_year,point_x,point_y,philadelphia_building_id
-8376549.97676749,4859799.89744492,1052,,,166236,5030078,Cobbs Creek Rec Center & Ice Rink,280 Cobbs Creek Pky,19139,1,1904,Municipal,,3318073.8,,,,,62.3,153.4,,,340.5,233.2,,no,Voluntary Compliance,Voluntarily Complied,2023,2669852.15037139,237388.59306015,783097300
-8365871.20179605,4866847.07753704,1053,,,95701,5036972,Boyer Pavilion Garage (Tioga St.),3501-17 N. Broad Street,19140,,1998,Parking,188084,1752049.7,,0,,,9.3,26.1,,,157.4,0,,no,Required Compliance,Complied,2023,2696213.3886593,255827.97448839,777532901
-8363997.51032484,4868205.51919708,1054,,,178620,3884096,Esperanza,4231-4261 N 5th Street,19140,,1930,Adult Education,217800,9651869,2219492.9,,,,45.5,112.4,48.1,115.3,985.2,913.1,,no,Required Compliance,Complied,2023,2700825.66060272,259370.43918823,777591400
-8365871.20179605,4866847.07753704,1055,,,97577,3969865,Boyer Pavilion,3501-17 N. Broad Street,19140,,1997,Hospital (General Medical & Surgical),184281,8758784.8,,,31899202.4,11,420.3,533.1,421.6,534.3,4572.1,7374,,no,Required Compliance,Complied,2023,2696213.3886593,255827.97448839,777533001
-8366039.16384721,4866645.13507611,1056,,,95658,5036991,Ontario West Parking Garage,1450 W. Ontario Street,19140,,1997,Parking,500000,2965686.9,467270,,,,7.1,18.2,7.5,18.8,291.3,50.3,,no,Required Compliance,Complied,2023,2695805.77759789,255309.57362232,777574550
-8365906.23592794,4866632.25410846,1057,,,97506,5033417,"Rock, Ancillary Building, Park Ave Pavilion",3401-41 N. Broad Street,19140,,1985,Other,242655,59126275,2215800,276000,75727057.7,,404.7,632.5,153.6,366.5,13927.9,57065.4,,no,Required Compliance,Complied,2023,2696141.1014023,255287.13633123,777014000
-8366005.41420669,4866647.99133796,1058,,,95642,,,3400-26 N CARLISLE ST,19140,,,,237834,,,,,,,,,,,,,no,Required Compliance,Complied,2023,2695890.46279597,255319.22714631,777534026
-8365939.23903276,4866425.83684365,1059,,,97743,3956649,Pharmacy Allied Health Building (PNAH),3307-23 N. Broad Street,19140,,1974,College/University,180624,16966296.2,16999,,20258908.1,,272.2,443.8,286.3,463.1,3688.7,12066.9,,no,Required Compliance,Complied,2023,2696073.30002873,254767.49957523,777528500
-8364001.34018061,4872246.79676278,1060,,,96746,5102648,DB Champlost LP - 901 W Champlost Ave,901 W Champlost Avenue,19141,,1962,Multifamily Housing,51728,827590.8,2310141.8,,,57,60.7,91.7,70.1,101.6,197.1,,,no,Required Compliance,Complied,2023,2700516.23143156,269492.06002106,881149000
-8364682.00045728,4871394.78087297,1061,,,95628,,,1201 W TABOR RD,19141,,,,198936,,,,,,,,,,,,,no,Required Compliance,Complied,2023,2698868.08905855,267307.78912714,776013000
-8366223.53746191,4871847.62459453,1062,,,166631,3893215,La Salle #2 (Katherine's and B&G),2006-50 W Olney Ave,19141,2,1983,Residence Hall/Dormitory,,2171752.3,2470018.9,,,,57.9,108.3,62.2,112.8,326.4,1170.8,,no,Voluntary Compliance,Voluntarily Complied,2023,2694958.96170622,268327.62074889,
-8372256.12194392,4857933.82179061,1063,,,165417,12442854,Learning and Living Center,4514-22 Woodland Ave.,19143,,2019,College/University,128464,106113.9,156189.1,,,,2,3.6,2,3.6,17.8,3753.3,,no,Required Compliance,Complied,2023,2680795.57139789,233018.00304806,881619850
-8372647.1285991,4857933.75287258,1064,,,157906,16316147,4703-15 Kingsessing Ave,4703-15 Kingsessing Ave,19143,,2015,Senior Living Community,158940,2512528.6,3390949.4,,,89,83.4,149.7,88.5,157.9,405.9,889.4,,no,Required Compliance,Complied,2023,2679811.12946914,232989.51918115,881445105
-8368013.7330208,4868963.76044171,1065,,,97655,23353975,Fernhill Park Holdings LLC - 5001-23 Erringer Place,5001-23 Erringer Place,19144,,1960,Multifamily Housing,59500,285444.5,2164000,,,100,41.2,51.6,41.3,52.1,140.6,,,no,Required Compliance,Complied,2023,2690669.14745122,260972.77194156,881065000
-8369604.43391984,4871106.64267979,1066,,,178739,5027972,"Tulpehocken Apartments, Inc.",6134-46 Wayne Avenue,19144,,1929,Multifamily Housing,57353,195560.3,3113972.4,,,,57.7,66.6,68.7,78.1,183,863.2,98,no,Required Compliance,Complied,2023,2686512.80668256,266223.56327723,881211800
-8368882.13027622,4870550.56712938,1067,,,95765,3810865,Burgess Center,200-20 W CHELTEN AVE,19144,,1990,Mixed Use Property,76928,1241741.8,618174.9,,,,22.4,49.7,24.3,51.7,144.4,981.2,,no,Required Compliance,Complied,2023,2688369.4830873,264883.68537957,882938075
-8372953.14290103,4859044.65732871,1068,39.95250306,-75.21551248,157879,6383597,Garden Court Condominium Association,"4637 Pine Street, D103",19143,1,1922,Multifamily Housing,,2537333.8,20164388.6,,,33,100,124.6,115.8,141.4,1299,4872.8,86,no,Voluntary Compliance,Voluntarily Complied,2023,2678960.69744296,235753.15308955,888461228
-8369511.49930906,4869512.70557961,1069,,,97003,21073176,Scully Falls Village,2991 Schoolhouse Lane,19144,,1964,Multifamily Housing,236228,2967078.6,7716033,,,87,45.2,69.5,51,75.8,747.9,,,no,Required Compliance,Complied,2023,2686862.48183621,262238.09683873,881082500
-8366601.83150863,4871629.75936588,1070,,,166289,3893226,La Salle #6,625-635 E Wister St,19144,,1904,College/University,553779,25076920.5,6194541.5,,,,87.7,215.1,88.5,214.9,2582.5,5843.4,,no,Required Compliance,Complied,2023,2694023.89566296,267754.09138414,
-8367179.12224151,4871914.2535908,1071,,,178624,5201806,Church Lane Apartments,601-607 East Church Lane,19144,,1963,Multifamily Housing,77145,128574.4,376336.8,,,100,8.1,12.2,8.6,12.7,31.3,2408.7,70,no,Required Compliance,Complied,2023,2692551.60497239,268423.97816773,881058000
-8369894.82121177,4871906.91316561,1072,,,97514,6066569,Cliveden Nursing and Rehabilitation Center,6400 Greene St.,19144,,1964,Senior Living Community,58899,3699600.9,6046936.3,,,50,153.9,263.8,165.6,276.1,653.6,5104,,no,Required Compliance,Complied,2023,2685724.51462397,268206.52387823,881436651
-8370291.80499526,4869030.91237823,1073,,,97185,20658972,East Falls Main Group,3243 W School House Lane,19144,,1990,College/University,587330,32175033.8,36951553.9,,,,96.6,180.1,101.1,184.1,4854,17258.4,,no,Required Compliance,Complied,2023,2684935.17794806,260974.30343457,775501010
-8366608.66778333,4869207.45839977,1074,40.02245076,-75.15851919,166294,7379746,Nicetown Court II,4428-4470 & 4413-4451 Germantown Avenue,,,2013,Multifamily Housing,,1229388,2106999.9,,,81,51.1,86.7,56.4,92.9,222.4,4322.3,37,no,Voluntary Compliance,Voluntarily Complied,2023,2694184.79068239,261686.68849273,
-8357220.43467943,4870449.03508697,1075,40.03099101,-75.07418349,157940,2705460,Comly Depot,6000 Penn Street,,,1921,Other - Public Services,,4964941.1,26093170.2,,,,295.8,393.3,346.2,446.3,1821.7,18412.1,,no,Voluntary Compliance,Voluntarily Complied,2023,2717699.79220872,265500.72876489,884353910
-8370161.48170723,4860072.97487558,1076,39.95958389,-75.19043462,158863,3762553,31-Millenium Hall,223 North 34th Street,,,2009,Residence Hall/Dormitory,,5074507.2,2021766.5,,,42,67.8,156.1,69.8,158.1,563.4,3628.9,,no,Voluntary Compliance,Voluntarily Complied,2023,2685913.77015097,238534.26727797,
-8367828.96057527,4860677.43458053,1077,39.96374574,-75.16948128,166658,6235949,Spring Garden Apartments,1901 Spring Garden Street,,,1870,Multifamily Housing,,2322282.3,346300,,,98,23.9,61.5,26,67.4,227.1,8284.7,21,no,Voluntary Compliance,Voluntarily Complied,2023,2691740.78704022,240220.64776348,886650703
-8370076.26417811,4859919.856013,1078,39.95852957,-75.1896691,158867,3762551,29-Race Hall,3300 Race Street,,,2006,Residence Hall/Dormitory,,8075978.8,3599515,,,23,86.2,194.9,91,204.9,916.9,12167.4,,no,Voluntary Compliance,Voluntarily Complied,2023,2686139.40979156,238156.57938506,
-8367442.21869461,4868191.83096112,1079,40.01546371,-75.16600707,157945,3694563,Midvale Depot/Wayne Junction,4301 Wissahickon Avenue,,,1996,Other - Public Services,,18042888,467011973,,,,1094.9,1221,1094.9,1221,26388.6,5983.1,,no,Voluntary Compliance,Voluntarily Complied,2023,2692163.03291489,259081.05886148,884069525
-8370113.64728255,4859850.29395038,1080,39.95805059,-75.19000492,158865,5002154,"20,22-Bentley & Towers Hall",101 N 34th Street,,,1972,Residence Hall/Dormitory,,12953217.9,672031,,,,62.7,170.3,65.7,178.4,1199.7,6684,,no,Voluntary Compliance,Voluntarily Complied,2023,2686050.36633447,237979.43899131,
-8369933.29299526,4859918.99338794,1081,39.95852363,-75.18838477,158874,3762546,24-North Hall,3200 Race Street,,,1998,Residence Hall/Dormitory,,7457154.6,13999552.8,,,21,128.4,212.9,128.1,212,1413.7,9404.3,,no,Voluntary Compliance,Voluntarily Complied,2023,2686499.35953097,238164.85594331,
-8368265.63097198,4858658.29181795,1082,39.94984228,-75.17340398,158926,4926217,(PA2473) - Rittenhouse Condo & Hotel (210 W Rittenhouse Sq),210 W Rittenhouse Sq,,,1989,Multifamily Housing,,23284204.5,14829290.9,,,34,66.5,140.9,66.5,140.9,2880.1,,,no,Voluntary Compliance,Voluntarily Complied,2023,2690789.44183005,235125.9056564,
-8367195.64638414,4859748.71167566,1083,39.95735105,-75.16379216,158875,3762586,Stiles Alumni Hall,225 North 15th Street,,,1972,Residence Hall/Dormitory,,8508941.1,,,2796829.5,27,79.1,190.3,81.8,193.5,950.3,5633.7,,no,Voluntary Compliance,Voluntarily Complied,2023,2693403.0399493,237938.81899381,772029000
-8372114.9941726,4859116.14442857,1084,39.95299531,-75.20798328,166319,6421763,Divinty School,4201 Spruce Street,,,1921,Pre-school/Daycare,,858363.3,3288720.6,,,,93.9,132.7,116.9,158.3,251.8,883.3,,no,Voluntary Compliance,Voluntarily Complied,2023,2681065.52656664,235993.06894831,
-8368073.98339495,4858450.88929757,1085,39.94841398,-75.17168239,166654,5225745,Rittenhouse Savoy Owners Assn,1806 Rittenhouse Square,,,1952,Multifamily Housing,,4655189.5,12245434.4,,,39,67.6,103.6,72.5,108.6,1059,3193.3,89,no,Voluntary Compliance,Voluntarily Complied,2023,2691287.10454863,234619.9083088,888083127
-8375620.89148306,4865037.55510756,1086,39.99375935,-75.23947711,165431,34898437,Mandeville Hall (MV),5600 City Avenue,,,1997,College/University,,5762908.9,2935794.6,,,,97.3,215,97.8,212.6,673.8,558.1,,no,Voluntary Compliance,Voluntarily Complied,2023,2671817.57721481,250584.13327006,774502100
-8368960.14135202,4853819.41357159,1087,,,157929,2704868,Southern Depot,1900 Johnston Street,,,1924,Other - Public Services,,6512518.5,27158388.3,,,,155.2,215.4,186.9,248.8,2014.1,4294.8,,no,Voluntary Compliance,Voluntarily Complied,2023,2689394.35341288,222938.10621314,773628000
-8367592.62140407,4863693.9090574,1088,39.98451138,-75.16735817,166648,5990941,Woodstock Family Center,1981 N Woodstock St,,,1970,Residence Hall/Dormitory,,2306080,602354.4,,,48,61.2,149.3,65.2,160.3,239.2,2479.7,,no,Voluntary Compliance,Voluntarily Complied,2023,2692114.45820889,247799.3858868,886761305
-8366486.42908611,4861128.14790049,1089,39.96684885,-75.15742115,159346,11620054,1221 Fairmount Avenue,1221 Fairmount Avenue,,,1979,Multifamily Housing,,3883630.5,5145082.4,,,31,75.8,136.6,80.9,142,614.1,374,100,no,Voluntary Compliance,Voluntarily Complied,2023,2695086.7373693,241449.58428198,
-8366993.05808711,4859258.08180883,1090,39.9539726,-75.16197229,166640,23197777,Eliza Shirley House,1320 Arch St,,,1900,Other - Lodging/Residential,,1300172.6,,,657679.1,,83.3,188.5,94.8,203.8,160.5,905.7,,no,Voluntary Compliance,Voluntarily Complied,2023,2693949.06116697,236723.57995448,881014783
-8374812.56935843,4859299.40303893,1091,39.95425732,-75.23221593,166633,5983408,18th Police District,5500 Pine St,,,1983,Police Station,,2433472.5,514959.7,,,,120.2,299.8,125.1,305,246,0,,no,Voluntary Compliance,Voluntarily Complied,2023,2674261.46537164,236257.99066256,783752100
-8368069.82369196,4857522.5071784,1092,39.94202022,-75.17164504,166634,5983825,Anderson Rec Center,740 S. 17th St.,,,1900,Other - Recreation,,953250.7,1727630,,,,84.2,140.7,101.4,158.3,177.4,3940.6,,no,Voluntary Compliance,Voluntarily Complied,2023,2691365.56895864,232292.06913248,782693350
-8372632.9763916,4860706.9674277,1093,39.9639492,-75.21263635,166587,27963790,4460 Fairmount Avenue,4460 Fairmount Avenue,,,2020,Senior Living Community,,1806149,446515.2,,,100,36.2,88.8,36.3,88.9,182.2,3141.8,,no,Voluntary Compliance,Voluntarily Complied,2023,2679646.91326214,239944.21754207,884352380
-8362451.40337395,4867662.41989433,1094,40.01182116,-75.12117393,166617,5991120,Fleet Shop 159,4040 Whitaker Ave,,,1970,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",,836936.3,1984807.1,,,,140.6,220.6,159.6,240.5,180.6,350.9,,no,Voluntary Compliance,Voluntarily Complied,2023,2704754.6885058,258125.34915873,884460995
-8366114.41834627,4858936.34333765,1095,39.95175702,-75.15407937,160526,4811057,801 Market Street,801 Market Street,,,1928,Office,,40717375,,,3126924.3,82,46.8,125.7,47.4,126.4,3781.1,3512.4,,no,Voluntary Compliance,Voluntarily Complied,2023,2696184.61935988,235981.77369531,
-8368293.93253308,4860467.74045259,1096,39.96230197,-75.17365819,160528,35178115,2100 Hamilton,2100 Hamilton St,,,2022,Multifamily Housing,,4416475.7,1219844.3,,,2,83,200.9,88.3,212.9,461.7,1407.8,90,no,Voluntary Compliance,Voluntarily Complied,2023,2690585.79788038,239660.7450119,888000132
-8366685.25736346,4873218.04255319,1097,40.05003483,-75.15920726,166636,5991682,Young Rec Center,1100 E Chelten Ave,,,1915,Other - Recreation,,766446.1,0,,,,29.5,82.6,29.5,82.6,68.9,1855.7,,no,Voluntary Compliance,Voluntarily Complied,2023,2693697.43437363,271725.15069923,785099650
-8376565.65730688,4864648.97641955,1098,39.99108509,-75.24796406,165422,34990204,Overbrook Campus,6051 Overbrook Avenue,,,1891,College/University,,1907313.8,1737677.2,,,,43.2,85,48.3,90.2,263.7,1004.3,,no,Voluntary Compliance,Voluntarily Complied,2023,2669468.20100805,249542.84795106,774579500
-8368772.76432728,4859630.40045296,1099,39.95653642,-75.1779596,165403,26577310,6561-Philadelphia,60 N. 23rd Street,,,2021,Supermarket/Grocery Store,,10259443.9,3177271.8,,,47,205.2,489.6,211.6,496.3,1090.7,1935.2,,no,Voluntary Compliance,Voluntarily Complied,2023,2689441.71650714,237526.19974031,881553998
-8362182.35367106,4868226.27432034,1100,40.01570052,-75.11875702,166630,5965918,Police Tow & Repair,4298 Macalester St,,,1960,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",,714779.5,,,,,32.5,91.1,32.5,91.1,64.2,143.2,,no,Voluntary Compliance,Voluntarily Complied,2023,2705389.29386389,259558.07135889,785321805
-8366410.98297834,4873115.70973419,1101,40.04933114,-75.15674342,160533,28091315,2103 W Godfrey Avenue AKA 6200 Wister Street,2103 W Godfrey Avenue,,,1950,Multifamily Housing,,1200031.1,3139708.6,,,97,40.7,62.4,44.3,66.2,272.1,3179.2,59,no,Voluntary Compliance,Voluntarily Complied,2023,2694394.42740223,271489.16101372,881450985
-8372556.60683426,4877500.92038999,1102,40.07947954,-75.21195045,160631,4470406,Chestnut Hill Hospital,8835 Germantown Ave.,,,1921,Hospital (General Medical & Surgical),,46593282.5,75902556.6,1115592.1,,22,261.3,446.6,267.5,452,8301.4,22286,,no,Voluntary Compliance,Voluntarily Complied,2023,2678629.76831481,282018.20426007,775001000
-8363118.24127889,4868062.87461876,1103,40.01457637,-75.12716422,166616,5989492,Animal Control Shelter,111 W Hunting Park Ave,,,1972,Other,,2522528.8,2000300,,,,142.1,287.9,155.5,301.8,332.9,981.2,,no,Voluntary Compliance,Voluntarily Complied,2023,2703047.67256288,259078.69141215,884042100
-8372907.97092264,4862735.48238799,1104,39.97791432,-75.21510663,166624,4313190,Highway District #1,4804 Parkside Ave,,,1970,Other - Services,,189953.7,245839.9,,,,13.6,24.7,15.2,26.4,30.1,0,,no,Voluntary Compliance,Voluntarily Complied,2023,2678808.7423663,245009.49448498,783382801
-8356486.89939066,4865833.50409655,1105,39.99923637,-75.06759401,166637,5992045,Bridesburg Rec Center,4625 Richmond St.,,,1916,Other - Recreation,,819060.8,1533613.4,,,,111,184.2,134.2,208.5,155.1,666.8,,no,Voluntary Compliance,Voluntarily Complied,2023,2719895.51189864,253994.34331314,786457700
-8356392.80006292,4874995.61394875,1106,,,148375,11218446,Algon Flats,7810-20 Algon Ave,,,1963,Multifamily Housing,,2358667.8,2152137.5,,,68,54,106.2,60.3,119.3,326.3,4166.6,67,no,Voluntary Compliance,Voluntarily Complied,2023,2719434.80087781,276948.26754956,
-8364809.72415837,4855540.85909082,1107,39.92837057,-75.1423592,165394,26577641,6570-Philadelphia,1403 S. Christopher Columbus Blvd.,,,2022,Supermarket/Grocery Store,,6689369.3,3844409.8,,,51,219.9,475.2,230.8,486.2,805.3,903.5,,no,Voluntary Compliance,Voluntarily Complied,2023,2699720.59621181,227563.00247514,882053325
-8362570.08839345,4867259.20210662,1108,40.00904686,-75.12224008,166646,5969110,24th & 25th Police District Whitaker,3901 Whitaker Ave,,,2001,Police Station,,3592116.1,1148042.7,,,,98.8,234.7,101,236,383.8,1498.7,,no,Voluntary Compliance,Voluntarily Complied,2023,2704486.24317655,257106.27442522,786573850
-8365039.19997565,4872311.9033761,1109,40.0438035,-75.1444205,166644,5989474,35th Police Station / Engine 51,5931 Old York Rd,,,1970,Police Station,,1792538.2,794534.4,,,,87.4,197.7,96.2,209.1,203.3,576.4,,no,Voluntary Compliance,Voluntarily Complied,2023,2697902.22320814,269577.95190965,785056900
-8373142.73717233,4857616.64334996,1110,39.94266867,-75.21721565,166639,5992885,Kingsessing Rec Center,4901 Kingsessing Ave,,,1913,Other - Recreation,,847660.6,552952.4,,,,48.7,102.7,51.2,105.3,105.5,,,no,Voluntary Compliance,Voluntarily Complied,2023,2678586.13651231,232158.43226065,783249500
-8361230.68438389,4868346.59000152,1111,40.01652825,-75.11020806,166638,5992065,Traffic Engineering Shop,4501 G St,,,1960,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",,1109013.6,1353540.2,,,,109.9,202.1,124.1,217,171.6,154.1,,no,Voluntary Compliance,Voluntarily Complied,2023,2707773.74841255,259930.92428772,884187507
-8375734.64255925,4861746.75183202,1112,39.97110793,-75.24049899,166338,5966041,19th Police District/ Engine 41,1201 N. 61st Street,,,1956,Police Station,,979732.9,599655.9,,,,62.7,133.8,70.1,141.6,119.9,804.4,,no,Voluntary Compliance,Voluntarily Complied,2023,2671765.83420806,242327.80135757,783778300
-8374438.79367041,4856434.13229808,1113,39.93452396,-75.2288583,166649,5992830,Francis Myers Rec Center,5800 Chester Ave,,,1962,Other - Recreation,,690034.4,1066752.6,,,,63.9,111.1,69.4,116.8,118.7,88646.2,,no,Voluntary Compliance,Voluntarily Complied,2023,2675407.59693764,229099.25465198,783092500
-8367567.66773783,4863536.04131498,1114,39.98342476,-75.167134,161220,5989496,Health Center #5,1900 N 20th St,,,1960,Medical Office,,2824140.4,2486306,,,13,146.5,290.1,159.1,303.3,385.8,363.3,,no,Voluntary Compliance,Voluntarily Complied,2023,2692188.82256147,247405.55530964,784552700
-8369711.60677211,4854259.99283722,1115,39.9195466,-75.18639344,161618,3875946,Shoprite in South Philadelphia,2301 Oregon Ave,,,1990,Supermarket/Grocery Store,,10154886.5,4305198.6,,,46,265.9,605.9,273.8,614.3,1141.2,1037.5,,no,Voluntary Compliance,Voluntarily Complied,2023,2687469.50424422,223988.37740657,882046400
-8366192.75134259,4860161.98701125,1116,39.96019669,-75.15478302,166615,5986103,Gateway Shelter/Our Brother's Place,907 Hamilton St,,,1950,Residence Hall/Dormitory,,878814.9,2052112.9,,,12,141.7,223.2,164.1,246.4,188,0,,no,Voluntary Compliance,Voluntarily Complied,2023,2695897.08679847,239049.07727198,781593550
-8355684.1203504,4873129.77767592,1117,40.04942757,-75.0603826,161897,26577507,6562-Philadelphia,2201 Cottman Ave.,,,2022,Supermarket/Grocery Store,,7611830.8,1496200,,,76,141,354.3,145.2,358.7,763.5,845,,no,Voluntary Compliance,Voluntarily Complied,2023,2721358.2045113,272331.15572082,
-8353833.54123025,4869957.06990388,1118,40.02760692,-75.04375858,166596,18419443,4521 Longshore Avenue,4521 Longshore Avenue,,,2017,K-12 School,,2104327.1,642168.3,,,56,42.3,101,44.9,103.8,223.2,5610.4,,no,Voluntary Compliance,Voluntarily Complied,2023,2726253.58546856,264528.1539384,
